id,struct_id,concept_id,relationship_name,concept_name,umls_cui,snomed_full_name,cui_semantic_type,snomed_conceptid
142107,2028,21001469,contraindication,Disorder of coronary artery,C1956346,Disorder of coronary artery,T047,414024009
142108,2015,21013727,contraindication,Sleep automatism,C0424284,Sleep automatism,T184,247962006
142109,1982,21000707,contraindication,Hyperlipidemia,C0020473,Hyperlipidemia,T047,55822004
142110,1982,21000951,contraindication,Hypomania,C0241934,Hypomania,T048,231496004
142111,1982,21000736,contraindication,Hyponatremia,C0020625,Hyponatremia,T033,89627008
142112,2015,21001002,contraindication,Alcohol intoxication,C0001969,Alcohol intoxication,T048,25702006
142113,2017,21000955,contraindication,Mood swings,C0085633,Mood swings,T084,18963009
142114,2026,21002195,contraindication,Hepatic coma,C0019147,Hepatic coma,T047,72836002
142115,1985,21002962,contraindication,Neonatal hyperbilirubinemia,C0857007,Neonatal hyperbilirubinemia,T047,281610001
142116,2011,21000701,contraindication,Hypercholesterolemia,C0020443,Hypercholesterolemia,T047,13644009
142117,2013,21003446,contraindication,"Pregnancy, function",C0032961,"Pregnancy, function",T040,289908002
142118,2132,21002213,contraindication,Disorder of gallbladder,C0016977,Disorder of gallbladder,T047,39621005
142119,2132,21000939,contraindication,Drug-induced psychosis,C0033937,Drug-induced psychosis,T048,191483003
142120,2132,21001990,contraindication,Achalasia of esophagus,C0014848,Achalasia of esophagus,T047,45564002
142121,2100,21002177,contraindication,Alcoholic liver damage,C1442981,Alcoholic liver damage,T047,41309000
142122,2123,21003051,contraindication,Syncope,C0039070,Syncope,T184,271594007
142123,475,21001550,off-label use,Atrial fibrillation,C0004238,Atrial fibrillation,T047,49436004
142124,475,21000701,contraindication,Hypercholesterolemia,C0020443,Hypercholesterolemia,T047,13644009
142125,464,21000793,contraindication,Hypervitaminosis D,C1442839,Hypervitaminosis D,T047,27712000
142126,464,21002279,contraindication,Kidney stone,C0022650,Kidney stone,T047,95570007
142127,480,21000514,indication,Malignant tumor of stomach,C0024623,Malignant tumor of stomach,T191,363349007
142128,499,21000955,contraindication,Mood swings,C0085633,Mood swings,T084,18963009
142129,492,21002367,indication,Enterococcus Prostatitis,,,,
142130,509,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003
142131,520,21003184,contraindication,Cardiogenic shock,C0036980,Cardiogenic shock,T046,89138009
142132,546,21004632,indication,Neonatal Group B Streptococcal Septicemia,,,,
142133,537,21001849,indication,Haemophilus Influenzae Chronic Bronchitis,,,,
142134,546,21002591,indication,Infection of skin AND/OR subcutaneous tissue,C0178299,Infection of skin AND/OR subcutaneous tissue,T047,19824006
142135,525,21013411,off-label use,Pyrexia of unknown origin,C0015970,Pyrexia of unknown origin,T184,7520000
142136,527,21000100,indication,Haemophilus Septicemia,,,,
142137,559,21000101,indication,Septicemia due to Escherichia coli,C0276088,Septicemia due to Escherichia coli,T047,9323009
142138,559,21002591,indication,Infection of skin AND/OR subcutaneous tissue,C0178299,Infection of skin AND/OR subcutaneous tissue,T047,19824006
142139,559,21002154,indication,Peritonitis,C0031154,Peritonitis,T047,48661000
142140,556,21001839,indication,Streptococcus Pneumoniae Bronchitis,,,,
142141,559,21002804,indication,Infectious disorder of joint,C0157749,Infectious disorder of joint,T047,363162000
142142,555,21001739,indication,Acute maxillary sinusitis,C0155804,Acute maxillary sinusitis,T047,68272006
142143,547,21001801,indication,Haemophilus influenzae pneumonia,C0276026,Haemophilus influenzae pneumonia,T047,70036007
142144,547,21002425,indication,Peptostreptococcus Pelvic Inflammatory Disease,,,,
142145,563,21002804,indication,Infectious disorder of joint,C0157749,Infectious disorder of joint,T047,363162000
142146,2326,21001655,contraindication,Thromboembolic disorder,C0040038,Thromboembolic disorder,T047,371039008
142147,2326,21003070,contraindication,Continuous fever,C0424767,Continuous fever,T033,271751000
142148,2331,21002859,contraindication,Rhabdomyolysis,C0035410,Rhabdomyolysis,T046,240131006
142149,2331,21013818,contraindication,Ultrarapid metabolizer due to cytochrome p450 CYP2D6 variant,C1827786,Ultrarapid metabolizer due to cytochrome p450 CYP2D6 variant,T047,422681000
142150,2405,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001
142151,2390,21002541,contraindication,Mild pre-eclampsia,C0269658,Mild pre-eclampsia,T046,41114007
142152,2377,21002293,contraindication,Acute nephropathy,C0268734,Acute nephropathy,T047,58574008
142153,2340,21001432,indication,Hypertensive disorder,C0020538,Hypertensive disorder,T047,38341003
142154,2356,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003
142155,2337,21000948,indication,Schizophrenia,C0036341,Schizophrenia,T048,58214004
142156,2337,21001572,contraindication,Conduction disorder of the heart,C0264886,Conduction disorder of the heart,T047,44808001
142157,2351,21001550,contraindication,Atrial fibrillation,C0004238,Atrial fibrillation,T047,49436004
142158,2336,21003181,contraindication,Shock,C0036974,Shock,T046,27942005
142159,2436,21001072,contraindication,Serotonin syndrome,C0699828,Serotonin syndrome,T037,371089000
142160,2439,21003391,contraindication,Malignant hyperthermia,C0024591,Malignant hyperthermia,T047,405501007
142161,2445,21006489,indication,Prevention of Transient Ischemic Attacks,,,,
142162,2446,21000470,contraindication,Primary malignant neoplasm,C1306459,Primary malignant neoplasm,T033,372087000
142163,2424,21001543,contraindication,Ventricular tachycardia,C0042514,Ventricular tachycardia,T046,25569003
142164,2424,21001350,indication,Perioperative Mydriasis,,,,
142165,2416,21003069,indication,Fever,C0015967,Fever,T033,386661006
142166,2514,21001385,indication,Infective otitis media,C0729586,Infective otitis media,T047,312218008
142167,2514,21000395,indication,Toxoplasmosis,C0040558,Toxoplasmosis,T047,187192000
142168,886,21002114,contraindication,Constipation,C0009806,Constipation,T184,14760008
142169,875,21000534,contraindication,Endometrial carcinoma,C0476089,Endometrial carcinoma,T191,254878006
142170,886,21002094,contraindication,Necrotizing enterocolitis in fetus OR newborn,C0520459,Necrotizing enterocolitis in fetus OR newborn,T047,2707005
142171,868,21002195,contraindication,Hepatic coma,C0019147,Hepatic coma,T047,72836002
142172,886,21000716,contraindication,Gout,C0018099,Gout,T047,90560007
142173,870,21013864,contraindication,Acute Thromboembolic Stroke,,,,
142174,870,21000533,contraindication,Malignant tumor of ovary,C1140680,Malignant tumor of ovary,T191,363443007
142175,871,21001435,contraindication,Hypertensive urgency,C0745138,Hypertensive urgency,T047,443482000
142176,968,21000907,contraindication,Thrombophilia,C0398623,Thrombophilia,T047,234467004
142177,953,21013858,contraindication,Artificial respiration,C0199470,Artificial respiration,T061,40617009
142178,960,21000526,indication,Carcinoma of female breast,C3163805,Carcinoma of female breast,T191,447782002
142179,962,21002196,contraindication,Hepatic failure,C0085605,Hepatic failure,T047,59927004
142180,966,21002104,contraindication,Paralytic ileus,C0030446,Paralytic ileus,T047,55525008
142181,934,21000579,contraindication,Thyrotoxicosis,C0040156,Thyrotoxicosis,T047,90739004
142182,939,21001900,contraindication,Pulmonary edema,C0034063,Pulmonary edema,T047,19242006
142183,937,21001501,contraindication,Aortic valve stenosis,C0003507,Aortic valve stenosis,T047,60573004
142184,937,21001560,contraindication,Ventricular premature beats,C0151636,Ventricular premature beats,T046,17338001
142185,935,21000735,contraindication,Hypernatremia,C0020488,Hypernatremia,T047,39355002
142186,935,21002203,contraindication,Hepatic failure,C0085605,Hepatic failure,T047,59927004
142187,1024,21003125,contraindication,Edema,C0013604,Edema,T046,267038008
142188,1024,21000773,contraindication,Porphyria,C0032708,Porphyria,T047,418470004
142189,1024,21005289,contraindication,Hashimoto thyroiditis,C0677607,Hashimoto thyroiditis,T047,21983002
142190,1024,21000578,contraindication,Goiter,C0018021,Goiter,T047,3716002
142191,995,21001473,contraindication,Myocardial ischemia,C0151744,Myocardial ischemia,T047,414795007
142192,995,21013484,contraindication,Cardiovascular event risk,C1273410,Cardiovascular event risk,T033,395112001
142193,2082,21001804,indication,Pneumonia due to Streptococcus,C0155862,Pneumonia due to Streptococcus,T047,34020007
142194,2082,21000114,indication,Abdominal actinomycosis,C0001263,Abdominal actinomycosis,T047,43894001
142195,2082,21000300,indication,Latent yaws,C0153240,Latent yaws,T047,186973005
142196,2082,21000305,indication,Latent Bejel,,,,
142197,2044,21000897,contraindication,Neutropenic disorder,C0027947,Neutropenic disorder,T047,303011007
142198,2044,21001210,off-label use,Secondary glaucoma,C0149893,Secondary glaucoma,T047,95717004
142199,2044,21001207,off-label use,Malignant glaucoma,C0271152,Malignant glaucoma,T047,10100008
142200,2052,21000789,contraindication,Obesity,C0028754,Obesity,T047,414916001
142201,2052,21003110,indication,Skeletal Muscle Relaxation for Endotracheal Intubation,,,,
142202,2079,21000184,indication,Herpes labialis,C0019345,Herpes labialis,T047,1475003
142203,2046,21001176,contraindication,Thrombosis of retinal vein,C1527411,Thrombosis of retinal vein,T047,46085004
142204,2042,21013603,contraindication,Fetal distress,C0015930,Fetal distress,T047,130955003
142205,2048,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001
142206,2132,21003071,contraindication,Fever greater than 100.4 Fahrenheit,C1959900,Fever greater than 100.4 Fahrenheit,T033,426000000
142207,2134,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003
142208,2134,21001900,contraindication,Pulmonary edema,C0034063,Pulmonary edema,T047,19242006
142209,2146,21001002,contraindication,Alcohol intoxication,C0001969,Alcohol intoxication,T048,25702006
142210,2146,21001109,contraindication,Lowered convulsive threshold,C0234976,Lowered convulsive threshold,T033,19260006
142211,2146,21001918,contraindication,Chronic lung disease,C0746102,Chronic lung disease,T047,413839001
142212,2146,21001361,indication,Red eye,C0235267,Red eye,T184,75705005
142213,2146,21001122,contraindication,Disorder of brain,C0006111,Disorder of brain,T047,81308009
142214,2140,21001640,contraindication,Arteriosclerosis obliterans,C0003851,Arteriosclerosis obliterans,T047,361133006
142215,2136,21001713,contraindication,Low blood pressure,C0020649,Low blood pressure,T033,45007003
142216,2134,21000858,contraindication,von Willebrand disorder,C0042974,von Willebrand disorder,T047,128105004
142217,2142,21000508,indication,Prevention of Hypertension in Pheochromocytoma,,,,
142218,2142,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003
142219,2199,21001432,contraindication,Hypertensive disorder,C0020538,Hypertensive disorder,T047,38341003
142220,2199,21001869,indication,Asthma management,C1318955,Asthma management,T058,406162001
142221,2149,21001641,contraindication,Arteriosclerotic vascular disease,C0003850,Arteriosclerotic vascular disease,T047,72092001
142222,2150,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001
142223,2159,21013414,indication,Anticholinergic Toxicity,,,,
142224,2149,21000923,contraindication,Alcohol withdrawal delirium,C0001957,Alcohol withdrawal delirium,T047,8635005
142225,2152,21003452,contraindication,Breastfeeding (mother),C1623040,Breastfeeding (mother),T033,413712001
142226,563,21001813,indication,Enterobacter Pneumonia,,,,
142227,576,21002366,indication,Klebsiella Prostatitis,,,,
142228,576,21002364,indication,Prostatitis,C0033581,Prostatitis,T047,9713002
142229,571,21011841,off-label use,Diabetic Foot Infection Due to Gram-Positive Bacteria,,,,
142230,571,21001804,indication,Pneumonia due to Streptococcus,C0155862,Pneumonia due to Streptococcus,T047,34020007
142231,565,21000083,indication,Streptococcal tonsillitis,C0275804,Streptococcal tonsillitis,T047,41582007
142232,594,21001992,contraindication,Peptic reflux disease,C0014869,Peptic reflux disease,T047,57643001
142233,594,21001002,contraindication,Alcohol intoxication,C0001969,Alcohol intoxication,T048,25702006
142234,594,21000968,indication,Severe anxiety (panic),C0231403,Severe anxiety (panic),T033,80583007
142235,593,21001914,contraindication,Decreased respiratory function,C0235063,Decreased respiratory function,T046,80954004
142236,593,21000737,contraindication,Acidosis,C0001122,Acidosis,T046,51387008
142237,577,21003446,contraindication,"Pregnancy, function",C0032961,"Pregnancy, function",T040,289908002
142238,577,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001
142239,589,21000054,off-label use,Anthrax,C0003175,Anthrax,T047,409498004
142240,581,21004249,indication,Nasal discharge,C1260880,Nasal discharge,T184,64531003
142241,609,21004247,contraindication,Acute cerebrovascular insufficiency,C0265115,Acute cerebrovascular insufficiency,T047,29322000
142242,616,21003053,contraindication,Seizure disorder,C0014544,Seizure disorder,T047,128613002
142243,616,21001641,contraindication,Arteriosclerotic vascular disease,C0003850,Arteriosclerotic vascular disease,T047,72092001
142244,616,21002352,contraindication,Urinary tract obstruction,C0178879,Urinary tract obstruction,T047,7163005
142245,659,21002155,indication,Complicated Bacterial Peritonitis,,,,
142246,2546,21000179,contraindication,Herpes simplex dendritic keratitis,C0022570,Herpes simplex dendritic keratitis,T047,29943008
142247,2500,21000395,indication,Toxoplasmosis,C0040558,Toxoplasmosis,T047,187192000
142248,2500,21001186,indication,Chorioretinitis,C0008513,Chorioretinitis,T047,46627006
142249,2552,21003044,contraindication,Delirium,C0011206,Delirium,T048,2776000
142250,2552,21003404,indication,Prevention of Cardiac Transplant Rejection,,,,
142251,2552,21002203,contraindication,Hepatic failure,C0085605,Hepatic failure,T047,59927004
142252,2531,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001
142253,2502,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003
142254,2510,21000773,contraindication,Porphyria,C0032708,Porphyria,T047,418470004
142255,2510,21007836,contraindication,Third trimester pregnancy,C0032981,Third trimester pregnancy,T079,41587001
