dise_name	orphanet_id	ref_id	ref_name	dise_type
Osteosclerosis-developmental delay-craniosynostosis syndrome	178377	Q75.8	ICD-10	rare_genetic
Aromatase excess syndrome	178345	E30.1	ICD-10	rare_genetic
Aromatase excess syndrome	178345	139300	OMIM	rare_genetic
Smith-McCort dysplasia	178355	Q77.7	ICD-10	rare_genetic
Smith-McCort dysplasia	178355	607326	OMIM	rare_genetic
Smith-McCort dysplasia	178355	615222	OMIM	rare_genetic
UV-sensitive syndrome	178338	600630	OMIM	rare_genetic
UV-sensitive syndrome	178338	614621	OMIM	rare_genetic
UV-sensitive syndrome	178338	614640	OMIM	rare_genetic
Alpha-N-acetylgalactosaminidase deficiency	3137	E77.1	ICD-10	rare_genetic
Alpha-N-acetylgalactosaminidase deficiency	3137	609241	OMIM	rare_genetic
Alpha-N-acetylgalactosaminidase deficiency	3137	609242	OMIM	rare_genetic
Alpha-N-acetylgalactosaminidase deficiency	3137	C0342850	UMLS	rare_genetic
Inflammatory myofibroblastic tumor	178342	C0334121	UMLS	not_genetic
Inflammatory myofibroblastic tumor	178342	10067917	MedDRA	not_genetic
Primary cutaneous diffuse large B-cell lymphoma, leg type	178544	C83.3	ICD-10	not_genetic
Primary cutaneous follicle center lymphoma	178540	C1333171	UMLS	not_genetic
Primary cutaneous follicle center lymphoma	178540	C1631066	UMLS	not_genetic
Primary cutaneous follicle center lymphoma	178540	C82.6	ICD-10	not_genetic
Behçet disease	117	D001528	MeSH	not_genetic
Behçet disease	117	C0004943	UMLS	not_genetic
Behçet disease	117	10004213	MedDRA	not_genetic
Behçet disease	117	M35.2	ICD-10	not_genetic
Behçet disease	117	109650	OMIM	not_genetic
Primary cutaneous marginal zone B-cell lymphoma	178536	D018442	MeSH	not_genetic
Primary cutaneous marginal zone B-cell lymphoma	178536	C1275321	UMLS	not_genetic
Primary cutaneous marginal zone B-cell lymphoma	178536	C83.0	ICD-10	not_genetic
Polymyositis	732	D017285	MeSH	not_genetic
Polymyositis	732	C0085655	UMLS	not_genetic
Polymyositis	732	10036102	MedDRA	not_genetic
Polymyositis	732	M33.2	ICD-10	not_genetic
Primary cutaneous gamma/delta-positive T-cell lymphoma	178533	C84.4	ICD-10	not_genetic
Dermatomyositis	221	M33.1	ICD-10	not_genetic
Dermatomyositis	221	D003882	MeSH	not_genetic
Dermatomyositis	221	C0011633	UMLS	not_genetic
Dermatomyositis	221	10012503	MedDRA	not_genetic
Dermatomyositis	221	M33.0	ICD-10	not_genetic
Multiminicore myopathy	598	117000	OMIM	rare_genetic
Multiminicore myopathy	598	255320	OMIM	rare_genetic
Multiminicore myopathy	598	602771	OMIM	rare_genetic
Multiminicore myopathy	598	G71.2	ICD-10	rare_genetic
Primary cutaneous aggressive epidermotropic CD8+ T-cell lymphoma	178528	C84.4	ICD-10	not_genetic
Primary cutaneous CD4+ small/medium-sized pleomorphic T-cell lymphoma	178522	C84.4	ICD-10	not_genetic
Sporadic Creutzfeldt-Jakob disease	204	123400	OMIM	not_genetic
Sporadic Creutzfeldt-Jakob disease	204	D007562	MeSH	not_genetic
Sporadic Creutzfeldt-Jakob disease	204	C0022336	UMLS	not_genetic
Sporadic Creutzfeldt-Jakob disease	204	10011384	MedDRA	not_genetic
Sporadic Creutzfeldt-Jakob disease	204	A81.0	ICD-10	not_genetic
Localized pagetoid reticulosis	178517	C84.0	ICD-10	not_genetic
Localized pagetoid reticulosis	178517	D056267	MeSH	not_genetic
Localized pagetoid reticulosis	178517	C1276140	UMLS	not_genetic
Folliculotropic mycosis fungoides	178512	C1627767	UMLS	not_genetic
Folliculotropic mycosis fungoides	178512	C84.0	ICD-10	not_genetic
Perry syndrome	178509	168605	OMIM	rare_genetic
Brain calcification, Rajab type	178506	613658	OMIM	rare_genetic
Dursun syndrome	178503	612541	OMIM	not_genetic
Inclusion body myositis	611	147421	OMIM	not_genetic
Inclusion body myositis	611	C0238190	UMLS	not_genetic
Inclusion body myositis	611	10066407	MedDRA	not_genetic
Inclusion body myositis	611	M60.8	ICD-10	not_genetic
Myopic macular degeneration	178493	H35.3	ICD-10	not_genetic
Myopic macular degeneration	178493	C0730271	UMLS	not_genetic
Adult intestinal botulism	178487	A05.1	ICD-10	not_genetic
Symptomatic form of hemophilia A in female carriers	177926	D66	ICD-10	rare_genetic
Mucopolysaccharidosis type 3	581	D009084	MeSH	rare_genetic
Mucopolysaccharidosis type 3	581	C0026706	UMLS	rare_genetic
Mucopolysaccharidosis type 3	581	C0086648	UMLS	rare_genetic
Mucopolysaccharidosis type 3	581	10056890	MedDRA	rare_genetic
Mucopolysaccharidosis type 3	581	E76.2	ICD-10	rare_genetic
Mucopolysaccharidosis type 3	581	252900	OMIM	rare_genetic
Mucopolysaccharidosis type 3	581	252920	OMIM	rare_genetic
Mucopolysaccharidosis type 3	581	252930	OMIM	rare_genetic
Mucopolysaccharidosis type 3	581	252940	OMIM	rare_genetic
Symptomatic form of hemophilia B in female carriers	177929	D67	ICD-10	rare_genetic
Non-acquired combined pituitary hormone deficiencies without extra-pituitary malformations	178025	E23.0	ICD-10	rare_genetic
Hereditary spastic paraplegia	685	C0037773	UMLS	rare_genetic
Hereditary spastic paraplegia	685	10019903	MedDRA	rare_genetic
Hereditary spastic paraplegia	685	G11.4	ICD-10	rare_genetic
Central diabetes insipidus	178029	E23.2	ICD-10	not_genetic
Central diabetes insipidus	178029	125700	OMIM	not_genetic
Central diabetes insipidus	178029	304900	OMIM	not_genetic
Central diabetes insipidus	178029	D020790	MeSH	not_genetic
Central diabetes insipidus	178029	C0687720	UMLS	not_genetic
Central diabetes insipidus	178029	10068587	MedDRA	not_genetic
Osteogenesis imperfecta	666	D010013	MeSH	rare_genetic
Osteogenesis imperfecta	666	10031243	MedDRA	rare_genetic
Osteogenesis imperfecta	666	Q78.0	ICD-10	rare_genetic
Osteogenesis imperfecta	666	610682	OMIM	rare_genetic
Osteogenesis imperfecta	666	610915	OMIM	rare_genetic
Osteogenesis imperfecta	666	610967	OMIM	rare_genetic
Osteogenesis imperfecta	666	610968	OMIM	rare_genetic
Osteogenesis imperfecta	666	613848	OMIM	rare_genetic
Osteogenesis imperfecta	666	613849	OMIM	rare_genetic
Osteogenesis imperfecta	666	613982	OMIM	rare_genetic
Osteogenesis imperfecta	666	614856	OMIM	rare_genetic
Osteogenesis imperfecta	666	615066	OMIM	rare_genetic
Osteogenesis imperfecta	666	615220	OMIM	rare_genetic
Osteogenesis imperfecta	666	616229	OMIM	rare_genetic
Osteogenesis imperfecta	666	616507	OMIM	rare_genetic
Osteogenesis imperfecta	666	C0029434	UMLS	rare_genetic
Osteogenesis imperfecta	666	166200	OMIM	rare_genetic
Osteogenesis imperfecta	666	166210	OMIM	rare_genetic
Osteogenesis imperfecta	666	166220	OMIM	rare_genetic
Osteogenesis imperfecta	666	166230	OMIM	rare_genetic
Osteogenesis imperfecta	666	259420	OMIM	rare_genetic
Osteogenesis imperfecta	666	259440	OMIM	rare_genetic
Prader-Willi syndrome due to paternal deletion of 15q11q13 type 1	177901	Q87.1	ICD-10	rare_genetic
Malignant hyperthermia of anesthesia	423	10020844	MedDRA	rare_genetic
Malignant hyperthermia of anesthesia	423	T88.3	ICD-10	rare_genetic
Malignant hyperthermia of anesthesia	423	145600	OMIM	rare_genetic
Malignant hyperthermia of anesthesia	423	154275	OMIM	rare_genetic
Malignant hyperthermia of anesthesia	423	154276	OMIM	rare_genetic
Malignant hyperthermia of anesthesia	423	600467	OMIM	rare_genetic
Malignant hyperthermia of anesthesia	423	601887	OMIM	rare_genetic
Malignant hyperthermia of anesthesia	423	601888	OMIM	rare_genetic
Malignant hyperthermia of anesthesia	423	D008305	MeSH	rare_genetic
Malignant hyperthermia of anesthesia	423	C0024591	UMLS	rare_genetic
Prader-Willi syndrome due to paternal deletion of 15q11q13 type 2	177904	Q87.1	ICD-10	rare_genetic
Congenital adrenal hyperplasia	418	D000312	MeSH	rare_genetic
Congenital adrenal hyperplasia	418	10010323	MedDRA	rare_genetic
Congenital adrenal hyperplasia	418	E25.0	ICD-10	rare_genetic
Congenital adrenal hyperplasia	418	201710	OMIM	rare_genetic
Congenital adrenal hyperplasia	418	201810	OMIM	rare_genetic
Congenital adrenal hyperplasia	418	201910	OMIM	rare_genetic
Congenital adrenal hyperplasia	418	202010	OMIM	rare_genetic
Congenital adrenal hyperplasia	418	202110	OMIM	rare_genetic
Congenital adrenal hyperplasia	418	613571	OMIM	rare_genetic
Congenital adrenal hyperplasia	418	C0001627	UMLS	rare_genetic
Prader-Willi syndrome due to translocation	177907	Q87.1	ICD-10	rare_genetic
Prader-Willi syndrome due to imprinting mutation	177910	Q87.1	ICD-10	rare_genetic
Neuronal ceroid lipofuscinosis	216	D009472	MeSH	rare_genetic
Neuronal ceroid lipofuscinosis	216	E75.4	ICD-10	rare_genetic
Neuronal ceroid lipofuscinosis	216	C0027877	UMLS	rare_genetic
Glycogen storage disease due to glucose-6-phosphatase deficiency	364	C0017920	UMLS	rare_genetic
Glycogen storage disease due to glucose-6-phosphatase deficiency	364	10018464	MedDRA	rare_genetic
Glycogen storage disease due to glucose-6-phosphatase deficiency	364	232200	OMIM	rare_genetic
Glycogen storage disease due to glucose-6-phosphatase deficiency	364	232220	OMIM	rare_genetic
Glycogen storage disease due to glucose-6-phosphatase deficiency	364	232240	OMIM	rare_genetic
Glycogen storage disease due to glucose-6-phosphatase deficiency	364	E74.0	ICD-10	rare_genetic
Gaucher disease	355	230800	OMIM	rare_genetic
Gaucher disease	355	230900	OMIM	rare_genetic
Gaucher disease	355	231000	OMIM	rare_genetic
Gaucher disease	355	231005	OMIM	rare_genetic
Gaucher disease	355	608013	OMIM	rare_genetic
Gaucher disease	355	610539	OMIM	rare_genetic
Gaucher disease	355	D005776	MeSH	rare_genetic
Gaucher disease	355	C0017205	UMLS	rare_genetic
Gaucher disease	355	10018048	MedDRA	rare_genetic
Gaucher disease	355	E75.2	ICD-10	rare_genetic
Hirschsprung disease	388	D006627	MeSH	rare_genetic
Hirschsprung disease	388	C0019569	UMLS	rare_genetic
Hirschsprung disease	388	142623	OMIM	rare_genetic
Hirschsprung disease	388	600155	OMIM	rare_genetic
Hirschsprung disease	388	600156	OMIM	rare_genetic
Hirschsprung disease	388	606874	OMIM	rare_genetic
Hirschsprung disease	388	606875	OMIM	rare_genetic
Hirschsprung disease	388	608462	OMIM	rare_genetic
Hirschsprung disease	388	611644	OMIM	rare_genetic
Hirschsprung disease	388	613711	OMIM	rare_genetic
Hirschsprung disease	388	613712	OMIM	rare_genetic
Hirschsprung disease	388	10010539	MedDRA	rare_genetic
Hirschsprung disease	388	Q43.1	ICD-10	rare_genetic
Hemophilia	448	C0684275	UMLS	rare_genetic
Hemophilia	448	10061992	MedDRA	rare_genetic
Epidermolysis bullosa simplex	304	Q81.0	ICD-10	rare_genetic
Epidermolysis bullosa simplex	304	C0079298	UMLS	rare_genetic
Congenital hypogonadotropic hypogonadism	174590	E23.0	ICD-10	rare_genetic
GM1 gangliosidosis	354	C0085131	UMLS	rare_genetic
GM1 gangliosidosis	354	D016537	MeSH	rare_genetic
GM1 gangliosidosis	354	230500	OMIM	rare_genetic
GM1 gangliosidosis	354	230600	OMIM	rare_genetic
GM1 gangliosidosis	354	230650	OMIM	rare_genetic
GM1 gangliosidosis	354	E75.1	ICD-10	rare_genetic
Acute lung injury	178320	D055371	MeSH	not_genetic
Acute lung injury	178320	C0242488	UMLS	not_genetic
Acute lung injury	178320	10069351	MedDRA	not_genetic
Åland Islands eye disease	178333	300600	OMIM	rare_genetic
Åland Islands eye disease	178333	H35.5	ICD-10	rare_genetic
Purine nucleoside phosphorylase deficiency	760	C0268125	UMLS	rare_genetic
Purine nucleoside phosphorylase deficiency	760	613179	OMIM	rare_genetic
Purine nucleoside phosphorylase deficiency	760	D81.5	ICD-10	rare_genetic
Heinz body anemia	178330	C0700299	UMLS	rare_genetic
Heinz body anemia	178330	10002058	MedDRA	rare_genetic
Heinz body anemia	178330	D58.2	ICD-10	rare_genetic
Heinz body anemia	178330	140700	OMIM	rare_genetic
Oculopharyngeal muscular dystrophy	270	10052181	MedDRA	rare_genetic
Oculopharyngeal muscular dystrophy	270	G71.0	ICD-10	rare_genetic
Oculopharyngeal muscular dystrophy	270	164300	OMIM	rare_genetic
Oculopharyngeal muscular dystrophy	270	D039141	MeSH	rare_genetic
Oculopharyngeal muscular dystrophy	270	C0270952	UMLS	rare_genetic
8q22.1 microdeletion syndrome	178303	608156	OMIM	rare_genetic
8q22.1 microdeletion syndrome	178303	Q93.5	ICD-10	rare_genetic
Primary ciliary dyskinesia	244	10069713	MedDRA	rare_genetic
Primary ciliary dyskinesia	244	Q34.8	ICD-10	rare_genetic
Primary ciliary dyskinesia	244	617092	OMIM	rare_genetic
Primary ciliary dyskinesia	244	617091	OMIM	rare_genetic
Primary ciliary dyskinesia	244	613808	OMIM	rare_genetic
Primary ciliary dyskinesia	244	614017	OMIM	rare_genetic
Primary ciliary dyskinesia	244	614679	OMIM	rare_genetic
Primary ciliary dyskinesia	244	614874	OMIM	rare_genetic
Primary ciliary dyskinesia	244	614935	OMIM	rare_genetic
Primary ciliary dyskinesia	244	615067	OMIM	rare_genetic
Primary ciliary dyskinesia	244	615294	OMIM	rare_genetic
Primary ciliary dyskinesia	244	615444	OMIM	rare_genetic
Primary ciliary dyskinesia	244	615451	OMIM	rare_genetic
Primary ciliary dyskinesia	244	615481	OMIM	rare_genetic
Primary ciliary dyskinesia	244	615482	OMIM	rare_genetic
Primary ciliary dyskinesia	244	615500	OMIM	rare_genetic
Primary ciliary dyskinesia	244	615504	OMIM	rare_genetic
Primary ciliary dyskinesia	244	615505	OMIM	rare_genetic
Primary ciliary dyskinesia	244	615872	OMIM	rare_genetic
Primary ciliary dyskinesia	244	616037	OMIM	rare_genetic
Primary ciliary dyskinesia	244	616481	OMIM	rare_genetic
Primary ciliary dyskinesia	244	616726	OMIM	rare_genetic
Primary ciliary dyskinesia	244	215518	OMIM	rare_genetic
Primary ciliary dyskinesia	244	215520	OMIM	rare_genetic
Primary ciliary dyskinesia	244	242670	OMIM	rare_genetic
Primary ciliary dyskinesia	244	242680	OMIM	rare_genetic
Primary ciliary dyskinesia	244	244400	OMIM	rare_genetic
Primary ciliary dyskinesia	244	606763	OMIM	rare_genetic
Primary ciliary dyskinesia	244	608644	OMIM	rare_genetic
Primary ciliary dyskinesia	244	608646	OMIM	rare_genetic
Primary ciliary dyskinesia	244	608647	OMIM	rare_genetic
Primary ciliary dyskinesia	244	610852	OMIM	rare_genetic
Primary ciliary dyskinesia	244	611884	OMIM	rare_genetic
Primary ciliary dyskinesia	244	612274	OMIM	rare_genetic
Primary ciliary dyskinesia	244	612444	OMIM	rare_genetic
Primary ciliary dyskinesia	244	612518	OMIM	rare_genetic
Primary ciliary dyskinesia	244	612649	OMIM	rare_genetic
Primary ciliary dyskinesia	244	612650	OMIM	rare_genetic
Primary ciliary dyskinesia	244	613193	OMIM	rare_genetic
Primary ciliary dyskinesia	244	613807	OMIM	rare_genetic
Antenatal multiminicore disease with arthrogryposis multiplex congenita	178148	G71.2	ICD-10	rare_genetic
Reticulate acropigmentation of Kitamura	178307	C0406811	UMLS	rare_genetic
Reticulate acropigmentation of Kitamura	178307	L81.8	ICD-10	rare_genetic
Reticulate acropigmentation of Kitamura	178307	615537	OMIM	rare_genetic
Myasthenia gravis	589	10028417	MedDRA	not_genetic
Myasthenia gravis	589	G70.0	ICD-10	not_genetic
Myasthenia gravis	589	607085	OMIM	not_genetic
Myasthenia gravis	589	D009157	MeSH	not_genetic
Myasthenia gravis	589	C0026896	UMLS	not_genetic
Myasthenia gravis	589	159400	OMIM	not_genetic
Myasthenia gravis	589	254200	OMIM	not_genetic
Tuberous sclerosis complex	805	Q85.1	ICD-10	rare_genetic
Tuberous sclerosis complex	805	191100	OMIM	rare_genetic
Tuberous sclerosis complex	805	613254	OMIM	rare_genetic
Tuberous sclerosis complex	805	D014402	MeSH	rare_genetic
Tuberous sclerosis complex	805	C0041341	UMLS	rare_genetic
Tuberous sclerosis complex	805	10045138	MedDRA	rare_genetic
Usher syndrome	886	612632	OMIM	rare_genetic
Usher syndrome	886	614504	OMIM	rare_genetic
Usher syndrome	886	614869	OMIM	rare_genetic
Usher syndrome	886	614990	OMIM	rare_genetic
Usher syndrome	886	C0271097	UMLS	rare_genetic
Usher syndrome	886	10063396	MedDRA	rare_genetic
Usher syndrome	886	D052245	MeSH	rare_genetic
Usher syndrome	886	H35.5	ICD-10	rare_genetic
Usher syndrome	886	276900	OMIM	rare_genetic
Usher syndrome	886	276901	OMIM	rare_genetic
Usher syndrome	886	276902	OMIM	rare_genetic
Usher syndrome	886	276904	OMIM	rare_genetic
Usher syndrome	886	500004	OMIM	rare_genetic
Usher syndrome	886	601067	OMIM	rare_genetic
Usher syndrome	886	602083	OMIM	rare_genetic
Usher syndrome	886	602097	OMIM	rare_genetic
Usher syndrome	886	605472	OMIM	rare_genetic
Usher syndrome	886	606943	OMIM	rare_genetic
Usher syndrome	886	611383	OMIM	rare_genetic
Moderate multiminicore disease with hand involvement	178145	G71.2	ICD-10	rare_genetic
Moderate multiminicore disease with hand involvement	178145	117000	OMIM	rare_genetic
Waardenburg syndrome	3440	148820	OMIM	rare_genetic
Waardenburg syndrome	3440	193500	OMIM	rare_genetic
Waardenburg syndrome	3440	193510	OMIM	rare_genetic
Waardenburg syndrome	3440	600193	OMIM	rare_genetic
Waardenburg syndrome	3440	606662	OMIM	rare_genetic
Waardenburg syndrome	3440	608890	OMIM	rare_genetic
Waardenburg syndrome	3440	611584	OMIM	rare_genetic
Waardenburg syndrome	3440	E70.3	ICD-10	rare_genetic
Waardenburg syndrome	3440	C0043008	UMLS	rare_genetic
Waardenburg syndrome	3440	10069203	MedDRA	rare_genetic
Waardenburg syndrome	3440	D014849	MeSH	rare_genetic
Pelizaeus-Merzbacher disease	702	D020371	MeSH	rare_genetic
Pelizaeus-Merzbacher disease	702	10067610	MedDRA	rare_genetic
Pelizaeus-Merzbacher disease	702	E75.2	ICD-10	rare_genetic
Pelizaeus-Merzbacher disease	702	312080	OMIM	rare_genetic
Pelizaeus-Merzbacher disease	702	C0205711	UMLS	rare_genetic
Pelizaeus-Merzbacher disease	702	213900	OMIM	rare_genetic
Peripheral precocious puberty	178040	E30.1	ICD-10	rare_genetic
Porphyria	738	C0032708	UMLS	rare_genetic
Porphyria	738	10036181	MedDRA	rare_genetic
Porphyria	738	10061356	MedDRA	rare_genetic
Porphyria	738	E80.0	ICD-10	rare_genetic
Porphyria	738	E80.1	ICD-10	rare_genetic
Porphyria	738	E80.2	ICD-10	rare_genetic
Porphyria	738	D011164	MeSH	rare_genetic
Familial long QT syndrome	768	C1141890	UMLS	rare_genetic
Familial long QT syndrome	768	10057926	MedDRA	rare_genetic
Familial long QT syndrome	768	611820	OMIM	rare_genetic
Familial long QT syndrome	768	612347	OMIM	rare_genetic
Familial long QT syndrome	768	612955	OMIM	rare_genetic
Familial long QT syndrome	768	613485	OMIM	rare_genetic
Familial long QT syndrome	768	613688	OMIM	rare_genetic
Familial long QT syndrome	768	613693	OMIM	rare_genetic
Familial long QT syndrome	768	613695	OMIM	rare_genetic
Familial long QT syndrome	768	616247	OMIM	rare_genetic
Familial long QT syndrome	768	616249	OMIM	rare_genetic
Familial long QT syndrome	768	I45.8	ICD-10	rare_genetic
Familial long QT syndrome	768	192500	OMIM	rare_genetic
Familial long QT syndrome	768	220400	OMIM	rare_genetic
Familial long QT syndrome	768	600919	OMIM	rare_genetic
Familial long QT syndrome	768	601005	OMIM	rare_genetic
Familial long QT syndrome	768	603830	OMIM	rare_genetic
Familial long QT syndrome	768	611818	OMIM	rare_genetic
Familial long QT syndrome	768	611819	OMIM	rare_genetic
Retinitis pigmentosa	791	H35.5	ICD-10	rare_genetic
Retinitis pigmentosa	791	617123	OMIM	rare_genetic
Retinitis pigmentosa	791	617023	OMIM	rare_genetic
Retinitis pigmentosa	791	613809	OMIM	rare_genetic
Retinitis pigmentosa	791	613810	OMIM	rare_genetic
Retinitis pigmentosa	791	613827	OMIM	rare_genetic
Retinitis pigmentosa	791	613861	OMIM	rare_genetic
Retinitis pigmentosa	791	613862	OMIM	rare_genetic
Retinitis pigmentosa	791	613983	OMIM	rare_genetic
Retinitis pigmentosa	791	614180	OMIM	rare_genetic
Retinitis pigmentosa	791	614181	OMIM	rare_genetic
Retinitis pigmentosa	791	614494	OMIM	rare_genetic
Retinitis pigmentosa	791	614500	OMIM	rare_genetic
Retinitis pigmentosa	791	615233	OMIM	rare_genetic
Retinitis pigmentosa	791	615434	OMIM	rare_genetic
Retinitis pigmentosa	791	615565	OMIM	rare_genetic
Retinitis pigmentosa	791	615725	OMIM	rare_genetic
Retinitis pigmentosa	791	615780	OMIM	rare_genetic
Retinitis pigmentosa	791	615922	OMIM	rare_genetic
Retinitis pigmentosa	791	616188	OMIM	rare_genetic
Retinitis pigmentosa	791	616394	OMIM	rare_genetic
